objectid,filename,title,creator,date,description,subject,source,type,format,language,rights,author,year,tag_narrativo,tag_gestual,proxemia,time_inicio,time_final
coll138,138.jpg,interaccion,Conquista,Alma provinciana,"el mayordomo y la mujer se dan la mano, èl le ayuda a subir al caballo, el padre tambien sube a uno y parten, ella se despide a lo lejos.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Un hombre se acerca a una mujer con intenciones de mantener un romance con ella. La conquista suele ser propiciada por el hombre, a su vez, estos tienen modos de conquista como la poesía, decir palabras lindas, presumir de sus logros o su dinero. La mujer receptora de estas acciones acepta o rechaza a su candidato. Esta decisión suele ser tomada por las mujeres, por lo que es común que varios hombres se acerquen a la misma mujer.",Feliz Joaquin Rodriguez,1925,amor,enamoramiento,cercanos,00:11:15,00:13:26
coll139,139.jpg,afan,Avaricia,Alma provinciana,"Julian (el padre) està guardando las ganacias, revisa qe nadie lo vea, lo cuenta y lo esconde en un baùl mientras fuma. Entra a la casa y vuelve",none,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurs es usado para mostrar cómo algunos personajes de clase alta atosoran sus riquezas con afán, no tienen intenciones de compartirlas y buscan una manera de resguardarlas.",Feliz Joaquin Rodriguez,1925,codicia,afan,none,00:13:27,00:15:03
coll140,140.jpg,enfermo,Cuidado,Alma provinciana,"El hijo (gerardo) se hace el enfermo para no ir a misa, entra la madre (cristina) y lo cuida.  El hombre decide escapar, està vestido de blanco, usa sombrero y traje,",Padre/hija,Proimágenes,Image;StillImage,image/jpeg,es,"Las labores de cuidado son ejercidas por mujeres que se encargan de realizar acciones enfocadas a suplir necesidades básicas como la comida, la enfermedad o el cuidado de los hijos.",Feliz Joaquin Rodriguez,1925,cuidadoso,preocupacion,cercanos,00:15:04,00:16:47
coll141,141.jpg,escape,Rebeldía,Alma provinciana,"El hijo escapa a tientas, toma dinero de su padre y se escapa por los tejados, se encuentra con su amigo Gerardo mientras rìen.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Un sujeto subordinado realiza una acción que desafía la autoridad de una estructura económica, política, social o cultural. Esto puede presentarse a través de la burla, el escape, golpes físicos o discursos verbales.",Feliz Joaquin Rodriguez,1925,amistad,felicidad,cercanos,00:16:47,00:18:21
coll142,142.jpg,cerenata,Conquista,Alma provinciana,El hijo le da una cerenata a su novia con otros dos hombres de guitarra vestidos de blanco.,Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Un hombre se acerca a una mujer con intenciones de mantener un romance con ella. La conquista suele ser propiciada por el hombre, a su vez, estos tienen modos de conquista como la poesía, decir palabras lindas, presumir de sus logros o su dinero. La mujer receptora de estas acciones acepta o rechaza a su candidato. Esta decisión suele ser tomada por las mujeres, por lo que es común que varios hombres se acerquen a la misma mujer.",Feliz Joaquin Rodriguez,1925,amor,coqueto,distanciamedia,00:18:22,00:20:22
coll143,143.jpg,pelea,Elegancia,Alma provinciana,"El alcalde y su secretario festejan, ambos muy elegantes de traje y sombrero, beben de copas. Un mesero les sirve tragos en el mismo bar al hijo y los mùsicos. Los hombres pelean con el alcalde y su secretario, llega la policia y los saca.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Feliz Joaquin Rodriguez,1925,conflicto,rabia,cercanos,00:20:23,00:21:01
coll144,144.jpg,noticia,Rabia,Alma provinciana,Julian (el padre) està leyendo el periodico y se estera que su hijo y su amigo fueron arrestados. Se enoja mucho,none,Proimágenes,Image;StillImage,image/jpeg,es,"este es un elemento clave para entender cómo los personajes expresan sus emociones, sobre todo porque los hombres son quienes parecen ejercer la rabia. La rabia se expresa de manera violenta mayoritariamente, pero no únicamente contra otra persona, sino contra objetos o con gestos particularmente acreditados a los personajes masculinos.",Feliz Joaquin Rodriguez,1925,rabia,rabia,none,00:21:02,00:23:11
coll145,145.jpg,camino,none,Alma provinciana,El mayordomo va en caballo hacia el pueblo.,none,Proimágenes,Image;StillImage,image/jpeg,es,none,Feliz Joaquin Rodriguez,1925,aventura,none,none,00.23:12,00:24:21
coll146,146.jpg,carcel,Rebeldía,Alma provinciana,Los amigos en la carcel se rien y hablan sobre los golpes que les dieron. La policia los saca y ellos parecen felices,Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Un sujeto subordinado realiza una acción que desafía la autoridad de una estructura económica, política, social o cultural. Esto puede presentarse a través de la burla, el escape, golpes físicos o discursos verbales.",Feliz Joaquin Rodriguez,1925,burla,burla,cercanos,00:24:22,00:25:06
coll147,147.jpg,modisteria,Subordinación,Alma provinciana,"Maria arregla un vestido, como maniqui usa a un niño que se va corriendo mientras ella se rie de él. Invita a sentar al mayordomo, parecen felices. Pasan frente a elllos unos campesinos arrendatarios y los llaman para verlos.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Se hace explícita una situación en la que un sujeto con status político, económico o social realiza una acción que evidencia la subordinación. Por tanto, el sujeto subordinado se ve afectado negativamente. Esto demuestra la dominancia de un sujeto sobre otro a través de acciones, gestos o adjetivos que usa algún personaje.",Feliz Joaquin Rodriguez,1925,burla,burla,cercanos,00:25:07,00:27:12
coll148,148.jpg,campesinos,Tradición,Alma provinciana,"Los campesinos se sostinenen las manos, tienen ropas tìpicas del campo. Los campesinos tocan instrumentos y bailan. Los musicos son mas viejos y tienen ropas humildes que el resto de campesinos, no tienen la cara blanca.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Se hace alución a un o varios elementos típicos de una tradición dentro de una comunidad. Estos pueden ser bailes, ropas típicas u otras características. No suele usarse este discurso sobre poblaciones urbanas, sino campesinas. En el caso contrario, los sujetos urbanos cumplen la función de disfrutar de la tradición pero no participar o de sustituir y personificar a los campesinos o indígenas, es decir, no comparten escenario con ellos.",Feliz Joaquin Rodriguez,1925,baile,amor,distanciamedia,00:27:13,00:28:59
coll149,149.jpg,maria,Violencia,Alma provinciana,"Cuando se van los campesinos, la hija habla con el mayordomo sobre la felicidad y el dinero. Parecen coquetear, pero el padre los observa por la cerradura de la puerta, se ve enojado, entra y maria se va. Cuando el padre entra solo encuentra al mayordomo, discuten y pelan hasta que el padre saca un arma de fuego y antes de que logre disparar la hija entra a separarlos. El mayordomo se va y el padre se enoja con la hija. Llega el hijo (Gerardo) y habla con ella, ella llora.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Un acto de violencia física o verbal. Puede presentarse bajo una relación de poder, una madre y una hija, un rico y un pobre, un hombre o una mujer. También puede presentarse para demostrar un acto de masculinidad, de honor o defensa.",Feliz Joaquin Rodriguez,1925,conflicto,rabia,cercanos,00:29:00,00:32:01
coll150,150.jpg,tuyo,none,Alma provinciana,"La hija recibe una carta del mayordomo, la lee sentada y llora al terminar.",none,Proimágenes,Image;StillImage,image/jpeg,es,none,Feliz Joaquin Rodriguez,1925,tristeza,tristeza,none,00:32:02,00:37:40
coll151,151.jpg,corrida,Tradición,Alma provinciana,"En el cumpleaños del padre, sus admiradores le festejan con una corrida a la que asiste gran cantidad de personas. Se puede ver a un toro y varios toreros",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Se hace alución a un o varios elementos típicos de una tradición dentro de una comunidad. Estos pueden ser bailes, ropas típicas u otras características. No suele usarse este discurso sobre poblaciones urbanas, sino campesinas. En el caso contrario, los sujetos urbanos cumplen la función de disfrutar de la tradición pero no participar o de sustituir y personificar a los campesinos o indígenas, es decir, no comparten escenario con ellos.",Feliz Joaquin Rodriguez,1925,festejo,none,distanciamedia,00:37:41,00:38:36
coll152,152.jpg,bandido,Ruralidad,Alma provinciana,"El hijo y su amigo deciden ir a caballo hacia la capital, deben cruzar un pàramo. En medio de su camino, beben y rien. Un vigilante los ve y llama a otros, estos son ladrones que los intentan asaltar pero se dan cuenta que no tiene mucho para robarles. Los ladrones los dejan ir les disparan cuando se van.",Pobre/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este concepto permite comprender las representaciones de hombres o mujeres en la ruralidad. Estas personas no suelen ser elegantes, ni utilizar autos o ropas elegantes. Más bien, parecen usar ropas modestas y andar a caballo o a píe. No se saludan de la mano necesariamente y tienen gestos más toscos, también usan palabras específicas de la ruralidad en sus diálogos. Es una propuesta que se postura en contraposición a la elegancia y la modernidad.",Feliz Joaquin Rodriguez,1925,asalto,miedo,cercanos,00:38:37,00:39:40
coll153,153.jpg,llegada,Distinción,Alma provinciana,"un tren llega a la ciudad, se bajan varias personas y un par de hombres suben a un carro. varios hombres y niños se acercan al carro a venderles cosas y miran a la càmara.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se hace evidente cuando en la escena se separan grupos poblacionales en el espacio fílmico. Esto quiere decir que, sea un grupo grande o pequeño, se dividen lado a lado. Esto puede suceder con hombres y mujeres o ricos y pobres.",Feliz Joaquin Rodriguez,1925,transito,indiferencia,distanciamedia,00:39:41,00:45:12
coll154,154.jpg,infiel,Elegancia,Alma provinciana,un par de hombres caminan por un parque y charlan sobre sus novias.,Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Feliz Joaquin Rodriguez,1925,burla,burla,cercanos,00:45:13,00:47:04
coll155,155.jpg,rosita,Familia,Alma provinciana,"muestra en plano medio a rosita, una trabajadora de una fabrica. Muestran partes de sus labores. El padre de rosita es un hombre que trabaja en una zapateria y su madre està muy enferma. Se muestra lisiada en una cama. Ambos intentan tratarla, pero ella sufre mucho.",Pobre/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"La familia es un concepto relevante porque plasma un tipo de familia específica. Suele ser padre, madre e hijos. La familia suele estar atravesada por tragedias o problemas, pero se mantienen unidos y se ayudan entre sí. La familia suele estar cerca entre ellos y está enlazada con el cuidado y el amor.",Feliz Joaquin Rodriguez,1925,trabajo,preocupacion,cercanos,00:47:05,00:48:51
coll156,156.jpg,preparatorios,Elegancia,Alma provinciana,El  hijo (gerardo) celebra con sus amigos bebiendo. Todos estàn de traje y peinados.,Rico/rico,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Feliz Joaquin Rodriguez,1925,festejo,felicidad,cercanos,00:48:52,00:49:41
coll157,157.jpg,remedio,Violencia,Alma provinciana,"Rosita acompaña a su madre en su cama y enfermedad. La madre parece sufrir mucho y la hija tambièn por su madre. El padre le da dinero y le pide que vaya a comprar un remedio. Mientras tanto, Gerardo y sus amigos duermen de ebriedad, Gerardo sale a caminar y se encuentra en la calle con Rosita que ya tenìa la medicina para su madre. Gerardo la intenta intimidar y Rosita le intanta clavar un cuchillo, no lo hace, pero el hombre la persigue hasta su casa. Al llegar le da el remedio a su madre.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Un acto de violencia física o verbal. Puede presentarse bajo una relación de poder, una madre y una hija, un rico y un pobre, un hombre o una mujer. También puede presentarse para demostrar un acto de masculinidad, de honor o defensa.",Feliz Joaquin Rodriguez,1925,acoso,dignidad,cercanos,00:49:42,00:54:35
coll158,158.jpg,cupido,Introspección,Alma provinciana,Gerardo vuelve a su casa sintiendo enamoramiento por Rosita. Se sienta y piensa en su encuentro mientras se arregla por dormir. Aparece un niño pequeño disfrazado de cupido. Dormido sueña con una mujer vestida de blanco que le habla.,none,Proimágenes,Image;StillImage,image/jpeg,es,"La introspección como discurso es usado sobre los personajes principales para demostrar su capacidad apreciativa, racional o contemplativa de algún fenómeno o problemática. Se suele desarrollar sobre personajes que tengan importancia sobre la trama, especialmente hombres o mujeres adinerados o con algún estatus social.",Feliz Joaquin Rodriguez,1925,amor,enamoramiento,none,00:54:36,00:57:26
coll159,159.jpg,zapatos,none,Alma provinciana,Gerardo va a la zapateria del padre de Rosita y le pregunta por ella.,Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,none,Feliz Joaquin Rodriguez,1925,investigacion,interes,distanciamedia,00:57:27,00:58:25
coll160,160.jpg,reclamo,Conquista,Alma provinciana,"Gerardo se encuentra con la mujer en la zapateria de su padre, pero ella no le corresponde, solo se enfoca en devolverle los zapatos y lo despide.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Un hombre se acerca a una mujer con intenciones de mantener un romance con ella. La conquista suele ser propiciada por el hombre, a su vez, estos tienen modos de conquista como la poesía, decir palabras lindas, presumir de sus logros o su dinero. La mujer receptora de estas acciones acepta o rechaza a su candidato. Esta decisión suele ser tomada por las mujeres, por lo que es común que varios hombres se acerquen a la misma mujer.",Feliz Joaquin Rodriguez,1925,trabajo,desinteres,distanciamedia,00:58:26,01:00:05
coll161,161.jpg,pensamientos,Introspección,Alma provinciana,"Gerardo se queda en una zona verde y piensa en Rosa, pero tambièn en su padre y su enojo.",none,Proimágenes,Image;StillImage,image/jpeg,es,"La introspección como discurso es usado sobre los personajes principales para demostrar su capacidad apreciativa, racional o contemplativa de algún fenómeno o problemática. Se suele desarrollar sobre personajes que tengan importancia sobre la trama, especialmente hombres o mujeres adinerados o con algún estatus social.",Feliz Joaquin Rodriguez,1925,pensativo,miedo,none,01:00:06,01:01:20
coll162,162.jpg,reencuentro,Amor,Alma provinciana,El mayordomo regresa y se encuentra con Maria quien lo recibe con amor.,Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso es usado para demostrar gestos de amor entre parejas mayoritariamente, pero también puede evidenciarse entre familias. Aunque existen relaciones de poder, se muestra como una relación de pares en la que predomina el amor. Los gestos pueden ser materiales como regalos o inmateriales como besos o caricias.",Feliz Joaquin Rodriguez,1925,amor,felicidad,cercanos,01:01:21,01:01:39
coll163,163.jpg,amor,Conquista,Alma provinciana,"Gerardo espera a Rosa fuera de su fabrica, habla con ella y se ven felices, caminan y se quedan de pie juntos. Rosa siente amor por Gerardo en su casa mientras cose.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Un hombre se acerca a una mujer con intenciones de mantener un romance con ella. La conquista suele ser propiciada por el hombre, a su vez, estos tienen modos de conquista como la poesía, decir palabras lindas, presumir de sus logros o su dinero. La mujer receptora de estas acciones acepta o rechaza a su candidato. Esta decisión suele ser tomada por las mujeres, por lo que es común que varios hombres se acerquen a la misma mujer.",Feliz Joaquin Rodriguez,1925,amor,felicidad,cercanos,01:01:40,01:03:33
coll164,164.jpg,convento,Religiosidad,Bajo el cielo antioqueño,"una joven rie sobre un árbol. Un hombre baja de un auto, viste de traje y abrigo. Golpea en una puerta y le abre una monja. Una de las monjas parece blanquear los ojos, está junto a otra cuando la monja de la puerte trae al hombre. La monja superior sonrie y habla con el hombre.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"La religión católica es un valor clave para los personajes. Estos pueden estar rezando, visitando o participando de actividades católicas como una misa o proseción. También se presenta durante escenas en las que existe una presencia explícita de un representante de la iglesia católica.",Arturo Acevedo Villarino,1925,pureza,orden,distanciamedia,00:02:08,00:04:05
coll165,165.jpg,arbol,Rebeldía,Bajo el cielo antioqueño,"niñas juegan en un pastal, algunas de ellas dan vueltas tomándose de las manos y otras están sentadas en el pasto, otras juegan a saltar la cuerda. Una monja se acerca a una niña y esta señala a Lina que reposaba sobre un árbol. La monja llama a Lina para que baje del árbol, ella baja, abraza a la monja y la sostiene en sus brazos mientras le da una vuelta en el aire, luego de eso la monja se echa una bendición.",Adulto/niño,Proimágenes,Image;StillImage,image/jpeg,es,"Un sujeto subordinado realiza una acción que desafía la autoridad de una estructura económica, política, social o cultural. Esto puede presentarse a través de la burla, el escape, golpes físicos o discursos verbales.",Arturo Acevedo Villarino,1925,inocencia,felicidad,cercanos,00:04:06,00:05:44
coll166,166.jpg,padre,Amor,Bajo el cielo antioqueño,"Lina se encuentra con su padre en el salón donde están 2 monjas. Ella salta hacia él y lo besa, él también la besa. La madre superiora y otra monja se echan la bendición mientras otra monja mira con desaprobación la escena.",Padre/hija,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso es usado para demostrar gestos de amor entre parejas mayoritariamente, pero también puede evidenciarse entre familias. Aunque existen relaciones de poder, se muestra como una relación de pares en la que predomina el amor. Los gestos pueden ser materiales como regalos o inmateriales como besos o caricias.",Arturo Acevedo Villarino,1925,familia,felicidad,cercanos,00:05:45,00:07:32
coll167,167.jpg,despedida,Religiosidad,Bajo el cielo antioqueño,"lina se despide de las monjas, se arrodilla frente a la madre superiora. Las monjas, el padre y lina caminan sobre las escaleras, llegan todas las niñas del colegio y hacen un circulo sobre ellas. Las niñas corren a un balcón del convento y despiden con flores a Lina mientras ella y su padre suben a un carro. La despedida de Lina fue lanzar un beso a sus amigas, mientras su padre se despide con el sombrero.",Mujer/mujer,Proimágenes,Image;StillImage,image/jpeg,es,"La religión católica es un valor clave para los personajes. Estos pueden estar rezando, visitando o participando de actividades católicas como una misa o proseción. También se presenta durante escenas en las que existe una presencia explícita de un representante de la iglesia católica.",Arturo Acevedo Villarino,1925,amistad,tristeza,lejanos,00:07:33,00:09:29
coll168,168.jpg,casa,Solidaridad/apoyo,Bajo el cielo antioqueño,"un auto avanza sobre la calle principal de una ciudad, allí están lina y su padre con un conductor. Pasan algunos autos más y los niños juegan alrededor de ellos. Hay personas sobre la calle. También se ve un tranvía que transita por la misma carretera donde van los personajes. El auto pasa por un parque que tiene niños en él. El conducto estaciona el auto en la casa de la familia. La tia de Lina Adela sale a recibirla, la abraza y besa, juntos entran a la casa. La casa es lujosa, tiene amplios adornos en las paredes y sobre la mesa se encuentra el retrato de la madre muerta de Lina. Ella abraza el retrato y lo besa. El padre y su hermana se miran con tristeza. La tia lleva a Lina a su cuarto y le quita el abrigo. Ella se quita el sombrero y parece feliz. El cuarto es lujoso, tiene adornos, sillas, mesas y estructuras de madera. Lina se recuesta.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"El apoyo o la solidaridad puede presentarse entre hombres o entre mujeres mayoritariamente. Suele representarse a través de consejos, compañía para realizar acciones o complicidades. En este discurso no suele haber una relación de poder que interceda, es decir, los personajes son pares.",Arturo Acevedo Villarino,1925,encuentro,felicidad,distanciamedia,00:09:30,00:13:05
coll169,169.jpg,Banquete,Elegancia,Bajo el cielo antioqueño,"varias mujeres se sientan en un patio, todas tienen ropa elegante, somprero y vestidos.",Rico/rico,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Arturo Acevedo Villarino,1925,elegancia,elegancia,distanciamedia,00:13:06,00:13:54
coll170,170.jpg,rio,Solidaridad/apoyo,Bajo el cielo antioqueño,"las jovenes uegan a la pelota en el pasto, van el traje de baño al rio tomadas de las manos. Las jovenes pasan sobre el rio entre las piedras mientras las monjas las miran. Juegan en el agua y cuando suben a una piedra una de ellas cae al agua. Todas las mujeres se asustan y Lina se lanza al agua, rescata a la compañera mientras todas observan con toallas sobre una piedra.",Mujer/mujer,Proimágenes,Image;StillImage,image/jpeg,es,"El apoyo o la solidaridad puede presentarse entre hombres o entre mujeres mayoritariamente. Suele representarse a través de consejos, compañía para realizar acciones o complicidades. En este discurso no suele haber una relación de poder que interceda, es decir, los personajes son pares.",Arturo Acevedo Villarino,1925,valentia,susto,cercanos,00:13:55,00:17:27
coll171,171.jpg,baile,Elegancia,Bajo el cielo antioqueño,"Varias parejas bailan dando vueltas, todas las personas visten elegantes, parecen bailar vals.",Rico/rico,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Arturo Acevedo Villarino,1925,elegancia,elegancia,cercanos,00:17:28,00:18:20
coll172,172.jpg,Conquista,Conquista,Bajo el cielo antioqueño,"dos hermanas hablan sobre su hermano a Lina, él quiere cortejar a Lina. Carlos fue donde estaban lina y sus amigas, le dio la mano y las amigas se fueron, él se sentó junto a Lina. Ambos tienen vestidos elegantes.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Un hombre se acerca a una mujer con intenciones de mantener un romance con ella. La conquista suele ser propiciada por el hombre, a su vez, estos tienen modos de conquista como la poesía, decir palabras lindas, presumir de sus logros o su dinero. La mujer receptora de estas acciones acepta o rechaza a su candidato. Esta decisión suele ser tomada por las mujeres, por lo que es común que varios hombres se acerquen a la misma mujer.",Arturo Acevedo Villarino,1925,coqueteo,incomodidad,distanciamedia,00:18:21,00:20:19
coll173,173.jpg,alvaro,Elegancia,Bajo el cielo antioqueño,"varios hombres fuman y beben mientras un mayordomo sirve las copas. Todos vestidos de traje y corbatín hacen un brindis y ríen. Los hombres se dirigen a una sala de juegos, juegan a las cartas apostando.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Arturo Acevedo Villarino,1925,festejo,indiferencia,cercanos,00:20:20,00:22:07
coll174,174.jpg,presentacion,Conquista,Bajo el cielo antioqueño,"Alvaro habla con sus amigos mientras las parejas bailan en un salón. Lina y Alvaro se conocen, hablan de cerca.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Un hombre se acerca a una mujer con intenciones de mantener un romance con ella. La conquista suele ser propiciada por el hombre, a su vez, estos tienen modos de conquista como la poesía, decir palabras lindas, presumir de sus logros o su dinero. La mujer receptora de estas acciones acepta o rechaza a su candidato. Esta decisión suele ser tomada por las mujeres, por lo que es común que varios hombres se acerquen a la misma mujer.",Arturo Acevedo Villarino,1925,cordialidad,cordialidad,cercanos,00:22:08,00:22:50
coll175,175.jpg,llamada,Rabia,Bajo el cielo antioqueño,"Lina entra a un cuarto y llama por teléfono a Alvaro, cuando están hablando el padre se da cuenta del entusiasmo de Lina, le quita el telefono y habla con Alvaro. Cuelga el telefono y le dice a lina que se vaya. Esta toma su raqueta y algunas cosas más y se va.",Padre/hija,Proimágenes,Image;StillImage,image/jpeg,es,"este es un elemento clave para entender cómo los personajes expresan sus emociones, sobre todo porque los hombres son quienes parecen ejercer la rabia. La rabia se expresa de manera violenta mayoritariamente, pero no únicamente contra otra persona, sino contra objetos o con gestos particularmente acreditados a los personajes masculinos.",Arturo Acevedo Villarino,1925,autoridad,enojo,cercanos,00:22:51,00:24:13
coll176,176.jpg,tennis,Elegancia,Bajo el cielo antioqueño,"Lina juega tenis con otras personas, se cae y las otras personas se rien de ella. Cuando ella está  acostada en el pasto llega Carlos, se arrodilla y le habla, le toma de la mano y ambos caminan. Carlos intenta besarla y ella le dice que no, sale corriendo y las demás personas se ríen de nuevo.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Arturo Acevedo Villarino,1925,humillacion,incomodidad,cercanos,00:24:14,00:25:10
coll177,177.jpg,encuentro,Elegancia,Bajo el cielo antioqueño,"Alvaro espera a lina fuera del club, se dan para la mano y convesan. Se dan la mano en despedida.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Arturo Acevedo Villarino,1925,contesia,preocupacion,distanciamedia,00:25:11,00:26:19
coll178,178.jpg,lina charla con padre,Elegancia,Bajo el cielo antioqueño,"Lina entra a sala dónde está su padre y le habla con cariño. Se sienta cerca a él en su oficina que es muy elegante, tiene una puntura de un paisaje y una escultura de una mujer. El sirviente entra con una notificación de la llegada de Álvaro Mejía. Mujer se aleja del salón.",Padre/hija,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Arturo Acevedo Villarino,1925,manipulacion,esperanza,cercanos,00:26:18,00:27:42
coll179,179.jpg,alvaro habla con padre,Elegancia,Bajo el cielo antioqueño,Entra Álvaro a una oficina elegante con el padre de Lina. Se dan la mano y se sientan a distancia media.,Adulto/niño,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Arturo Acevedo Villarino,1925,negociacion,seriedad,distanciamedia,00:27:43,00:28:47
coll180,180.jpg,rescate,Paternalista,Bajo el cielo antioqueño,"1. Alvaro atropella a un niño de la calle que viste con ropas desprolijas. El niño queda en el suelo, Alvaro lo alza, lo sube a su carro y lo lleva a su hogar. Antes de que el carro arranque, muchas personas se acercan al auto.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Una figura de autoridad o estatus realiza una acción para imponer o demostrar autoridad. Por tanto, esto limita la autonomía de otro sujeto. Esto suele hacerse sin mostrar una mala intención directamente, es decir, los personajes de autoridad parecen actuar pensando en el bienestar del otro sujeto, aunque no tome en cuenta su opinión. Más bien, apela a reconocer las relaciones de poder, en otras palabras, a visibilizar quién puede ejercer el poder.",Arturo Acevedo Villarino,1925,salvacion,tosco,cercanos,00:28:48,00:29:49
